name,series,character,release,price,size,sculptor,painter,material,brand,url,blog_url
"宮本 武蔵　私服Ver.","Fate/Grand Order","","2021年8月発売 ","15,180円（税抜13,800円） ","1/7 スケール 全高：約260mm","沼倉 としあき","渡邊 恭大","PVC&ABS製塗装済完成品キャミソール姿も再現可能",Alter,https://alter-web.jp/products/323/,"/blog_alter/2020/176/,"
"アスナ　GGO Ver.","ソードアート・オンライン アリシゼーション","","2021年8月発売 ","19,580円（税抜17,800円） ","1/7 スケール 全高：約260mm 全長：約280mm（武器含む）","田中 冬志 原型協力：アルター","DUTCH","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/406/,"/blog_alter/2020/169/,"
"セイバー／アルトリア・ペンドラゴン［オルタ］　ドレスVer.","Fate/Grand Order","","2021年7月発売  2019年7月発売  2017年2月発売 ","17,380円（税抜15,800円） ","1/7 スケール 全高：約230mm","のぶた（リボルブ）","鉄森 七方","PVC&ABS製塗装済完成品パーツの差し替えでポーズ／ボレロの有無が選択可能",Alter,https://alter-web.jp/products/1/,"/blog_alter/2020/188/,"
"春日野 穹　Ending Ver.","ヨスガノソラ","","2021年7月発売 ","22,880円（税抜20,800円） ","1/6 スケール 全高：約240mm","蒼炎の人形師","渡邊 恭大","PVC&ABS製塗装済完成品ケープは着脱可能",Alter,https://alter-web.jp/products/262/,"/blog_alter/2021/207/,/blog_alter/2020/164/,"
"籾岡 里紗","To LOVEる-とらぶる-ダークネス","","2021年7月発売 ","15,180円（税抜13,800円） ","1/7 スケール 全高：約140mm（台座含む）","てるゆき＋DUTCH","DUTCH","PVC&ABS製塗装済完成品表情は２種が再現可能",Alter,https://alter-web.jp/products/260/,"/blog_alter/2020/170/,"
"アルターエゴ／メルトリリス","Fate/Grand Order","","2021年7月発売 ","27,280円（税抜24,800円） ","1/8 スケール 全高：約370mm（台座含む）","みさいる","星名 詠美","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/261/,"/blog_alter/2019/162/,"
"桐須 真冬　競泳水着Ver.","ぼくたちは勉強ができない！","","2021年6月発売 ","14,080円（税抜12,800円） ","1/7 スケール 全高：約230mm","爪塚 ヒロユキ","爪塚 ヒロユキ","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/476/,"/blog_alter/2020/172/,"
"モモ・ベリア・デビルーク　パジャマVer. ","To LOVEる-とらぶる-ダークネス","","2021年6月発売 ","15,180円（税抜13,800円） ","1/7 スケール 全長：約190mm（クッション含む）","本宮 あまと","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/263/,"/blog_alter/2020/166/,"
"古手川 唯","To LOVEる-とらぶる-ダークネス","","2021年5月発売  2016年1月発売 ","14,080円（税抜12,800円） ","1/7 スケール 全高：約230mm","てるゆき 原型協力：アルター","星名 詠美","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/2/,"/blog_alter/2020/171/,"
"ライダー／アルトリア・ペンドラゴン［オルタ］","Fate/Grand Order","","2021年5月発売 ","16,280円（税抜14,800円） ","1/7 スケール 全高：約230mm","ヤドカリ 原型協力：アルター","鉄森 七方","PVC&ABS製塗装済完成品パーカーを脱いだ姿も再現可能",Alter,https://alter-web.jp/products/256/,"/blog_alter/2019/153/,"
"アリス","オーディンスフィア レイヴスラシル","","2021年4月発売 ","22,880円（税抜20,800円） ","1/8 スケール 全高：約190mm（台座含む）","稲垣 洋","星名 詠美","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/265/,"/blog_alter/2020/168/,"
"島村 卯月　はじけて♪サマーVer.","アイドルマスター シンデレラガールズ","","2021年2月発売  2018年8月発売 ","14,080円（税抜12,800円） ","1/7 スケール 全高：約220mm","タカク＆タケシ","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/208/,"/blog_alter/2018/124/,/blog_alter/2017/99/,"
"志摩 リン with スクーター","ゆるキャン△","","2021年2月発売 ","23,100円（税抜21,000円） ","1/10 スケール 全高：約150mm","たなか☆せんう【志摩 リン】  みうら おさみ【スクーター】","渡邊 恭大【志摩 リン】  みうら おさみ【スクーター】","PVC製塗装済完成品髪型は２種（ニット帽／お団子頭）が再現可能小物は２種（缶紅茶／スマホ）が再現可能荷物は取り外し可能",Alter,https://alter-web.jp/products/252/,"/blog_alter/2019/149/,"
"鷹富士 茄子　強運の才女Ver.","アイドルマスター シンデレラガールズ","","2020年11月発売 ","15,800円+税 ","1/7 スケール 全高：約250mm","爪塚 ヒロユキ","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/257/,"/blog_alter/2019/155/,"
"高雄　砂浜ラプソディVer.","アズールレーン","AZUR LANE IJN Takao","2023年9月発売  2020年10月発売 ","17,380円（税抜15,800円） ","1/7 スケール 全高：約180mm","槙尾 宗利","星名 詠美","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/255/,"/blog_alter/2022/255/,/blog_alter/2019/151/,"
