name,series,character,release,price,size,sculptor,painter,material,brand,url,blog_url
"スカサハ　部屋着モード","Fate/Grand Order","","2018年6月発売 ","12,800円+税 ","1/7 スケール 全高：約240mm","沼倉 としあき","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/198/,"/blog_alter/2017/88/,"
"一ノ瀬 志希　パフュームトリッパーVer.","アイドルマスター シンデレラガールズ","","2018年6月発売 ","20,800円+税 ","1/7 スケール 全長：約220mm","みさいる＋DUTCH","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/202/,"/blog_alter/2018/117/,/blog_alter/2017/94/,"
"星空 凛　3月編","ラブライブ！スクールアイドルフェスティバル","","2018年5月発売 ","15,800円+税 ","1/7 スケール 全高：約220mm","飛田 崇文","彩部 一路","PVC製塗装済完成品",Alter,https://alter-web.jp/products/193/,"/blog_alter/2018/112/,/blog_alter/2017/78/,"
"小泉 花陽　3月編","ラブライブ！スクールアイドルフェスティバル","","2018年5月発売 ","15,800円+税 ","1/7 スケール 全高：約220mm","飛田 崇文","彩部 一路","PVC製塗装済完成品",Alter,https://alter-web.jp/products/192/,"/blog_alter/2018/112/,/blog_alter/2017/78/,"
"パープルハート","超次元ゲイム ネプテューヌ","HYPERDIMENSION NEPTUNE Purple Heart","2022年5月発売  2018年4月発売 ","20,680円（税抜18,800円） ","1/7 スケール 全高：約350mm（羽／台座含む）","槙尾 宗利【パープルハート】 ウサギ【ユニット／武器】","DUTCH","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/181/,"/blog_alter/2020/192/,/blog_alter/2016/58/,"
"鷺沢 文香　ブライトメモリーズVer.","アイドルマスター シンデレラガールズ","","2018年4月発売 ","19,800円+税 ","1/7 スケール 全高：約240mm","無銘","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/191/,"/blog_alter/2017/87/,"
"双葉 杏　なまけものフェアリーVer.","アイドルマスター シンデレラガールズ","","2018年4月発売 ","16,800円+税 ","1/7 スケール 全高：約210mm","sai","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/199/,"/blog_alter/2017/89/,"
"ララ・サタリン・デビルーク　メイドVer.","To LOVEる-とらぶる-ダークネス","","2018年3月発売 ","12,800円+税 ","1/7 スケール 全高：約180mm","てるゆき 原型協力：アルター","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/188/,"/blog_alter/2017/71/,"
"神崎 蘭子　薔薇の闇姫Ver.","アイドルマスター シンデレラガールズ","","2018年2月発売 ","24,800円+税 ","1/7 スケール 全高：約280mm（羽含む）","柳生 敏之","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/177/,"/blog_alter/2018/104/,/blog_alter/2017/73/,"
"ライダー／アルトリア・ペンドラゴン［サンタオルタ］","Fate/Grand Order","","2018年2月発売 ","13,800円+税 ","1/7 スケール 全高：約230mm（帽子含む）","八音 原型協力：アルター","鉄森 七方","PVC製塗装済完成品表情は２種（通常／照れ顔）が再現可能帽子／マントは着脱可能",Alter,https://alter-web.jp/products/189/,"/blog_alter/2017/75/,"
"輿水 幸子　自称・カンペキVer.","アイドルマスター シンデレラガールズ","","2018年2月発売 ","16,800円+税 ","1/7 スケール 全高：約210mm","本宮 あまと","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/190/,"/blog_alter/2017/74/,"
"水戸 郁魅","食戟のソーマ 弐ノ皿","","2018年1月発売 ","12,800円+税 ","1/7 スケール 全高：約240mm","田中 冬志","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/187/,"/blog_alter/2017/69/,"
"絢瀬 絵里","ラブライブ！スクールアイドルフェスティバル","","2017年12月発売 ","17,800円+税 ","1/7 スケール 全高：約240mm","飛田 崇文","彩部 一路","PVC製塗装済完成品",Alter,https://alter-web.jp/products/125/,"/blog_alter/2017/47/,"
"南 ことり","ラブライブ！スクールアイドルフェスティバル","","2017年11月発売  2015年8月発売 ","13,800円+税 ","1/7 スケール 全高：約230mm","taka（小抹香）","彩部 一路","PVC製塗装済完成品",Alter,https://alter-web.jp/products/80/,""
"ゲルトルート・バルクホルン　ジェットストライカーVer.","ストライクウィッチーズ2","","2017年11月発売 ","24,000円+税 ","1/8 スケール 全長：約500mm（飛行形態：武器含む）  全高：約440mm（フル武装形態：武器／台座含む）","無銘【バルクホルン】 ウサギ【ストライカーユニット／武器】","渡邊 恭大","PVC製塗装済完成品ポーズは２種（飛行形態／フル武装形態）が再現可能フィードカバーは開閉可能ジェットのエフェクトパーツが付属",Alter,https://alter-web.jp/products/180/,"/blog_alter/2016/59/,"
"メンタルモデル・タカオ　オーバーニーVer.","蒼き鋼のアルペジオ","","2017年11月発売 ","13,800円+税 ","1/6 スケール 全高：約230mm","田中 冬志","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/195/,"/blog_alter/2017/76/,"
"高坂 穂乃果","ラブライブ！スクールアイドルフェスティバル","","2017年10月発売 ","14,800円+税 ","1/7 スケール 全高：約240mm（台座含む）","てるゆき＋DUTCH","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/124/,"/blog_alter/2016/42/,"
"園田 海未","ラブライブ！スクールアイドルフェスティバル","","2017年8月発売 ","15,800円+税 ","1/7 スケール 全高：約200mm","sai","彩部 一路","PVC製塗装済完成品",Alter,https://alter-web.jp/products/29/,""
"アナスタシア　Memories Ver.","アイドルマスター シンデレラガールズ","","2017年8月発売 ","11,800円+税 ","1/8 スケール 全高：約220mm","齊藤 史樹","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/179/,"/blog_alter/2016/66/,"
"神崎 蘭子　Memories Ver.","アイドルマスター シンデレラガールズ","","2017年7月発売 ","11,800円+税 ","1/8 スケール 全高：約218mm","sai","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/178/,"/blog_alter/2016/61/,"
"東郷 美森","結城友奈は勇者である","","2017年6月発売 ","14,800円+税 ","1/8 スケール 全高：【美森】約250mm（台座含む） 　　　【青坊主】約60mm（台座含む）","爪塚 ヒロユキ","爪塚 ヒロユキ","PVC製塗装済完成品青坊主が付属",Alter,https://alter-web.jp/products/24/,""
"新田 美波　Memories Ver.","アイドルマスター シンデレラガールズ","","2017年5月発売 ","11,800円+税 ","1/8 スケール 全高：約220mm","無銘","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/30/,"/blog_alter/2016/50/,"
"ラウラ＆シャル　ネコミミパジャマ","IS＜インフィニット・ストラトス＞","","2017年5月発売 ","16,800円+税 ","1/7 スケール 全長：約220mm","田中 冬志","鉄森 七方","PVC製塗装済完成品ラウラの眼帯は取り外し可能",Alter,https://alter-web.jp/products/39/,""
"Fate/EXTRA セイバーエクストラ　水着Ver.","Fate/EXTRA","","2017年5月発売  2015年10月発売 ","10,800円+税 ","1/6 スケール 全高：約180mm","橋本 涼","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/86/,""
"安原 絵麻","SHIROBAKO","","2017年4月発売 ","11,800円+税 ","1/8 スケール 全高：約160mm","DUTCH","DUTCH","PVC製塗装済完成品カット袋／原画が付属（フィギュアと同スケール）",Alter,https://alter-web.jp/products/3/,""
"ヒロインX","Fate/stay night","","2017年4月発売  2016年1月発売 ","10,800円+税 ","1/7 スケール 全高：約230mm（マフラー含む）","竜崎 理 原型協力：アルター","鉄森 七方","PVC製塗装済完成品口元を隠した姿も再現可能",Alter,https://alter-web.jp/products/26/,""
"春日野 穹　-Bunny Style-","ヨスガノソラ","","2017年4月発売 ","13,800円+税 ","1/7 スケール 全高：約270mm（台座含む）","橋本 涼","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/54/,""
"紺菊","朧村正","","2017年4月発売  2013年5月発売 ","11,800円+税 ","1/8 スケール 全高：約240mm（台座含む）","福元 徳宝","—","PVC製塗装済完成品提灯はLED内蔵により点灯可能　※LEDの点灯にはボタン型電池が必要です（電池別売）",Alter,https://alter-web.jp/products/137/,""
"弓弦葉","朧村正","","2017年3月発売 ","14,800円+税 ","1/8 スケール 全高：約280mm（台座含む）","たなか☆せんう","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/51/,"/blog_alter/2017/72/,"
"百姫　～OIRONAOSHI～","朧村正","","2017年3月発売  ","10,800円+税 ","1/8 スケール 全高：約210mm（台座含む）","福元 徳宝","星名 詠美","PVC製塗装済完成品ポーズは２種（抜刀前／抜刀後）が再現可能※「百姫」の一部仕様（彩色）を変更した再販です",Alter,https://alter-web.jp/products/53/,""
"セイバー／アルトリア・ペンドラゴン［オルタ］　ドレスVer.","Fate/Grand Order","","2021年7月発売  2019年7月発売  2017年2月発売 ","17,380円（税抜15,800円） ","1/7 スケール 全高：約230mm","のぶた（リボルブ）","鉄森 七方","PVC&ABS製塗装済完成品パーツの差し替えでポーズ／ボレロの有無が選択可能",Alter,https://alter-web.jp/products/1/,"/blog_alter/2020/188/,"
"小泉 花陽","ラブライブ！スクールアイドルフェスティバル","","2016年12月発売 ","13,800円+税 ","1/7 スケール 全高：約260mm（フラッグ含む）","稲垣 洋","彩部 一路","PVC製塗装済完成品帽子は着脱可能",Alter,https://alter-web.jp/products/52/,""
"テイルズ オブ ゼスティリア　エドナ","テイルズ オブ ゼスティリア","","2019年4月発売  2016年11月発売 ","12,800円+税 ","1/8 スケール 全高：約210mm（傘含む）","沼倉 としあき","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/49/,"/blog_alter/2018/109/,/blog_alter/2016/52/,"
"西木野 真姫","ラブライブ！スクールアイドルフェスティバル","","2016年9月発売 ","15,800円+税 ","1/7 スケール 全高：約240mm","槙尾 宗利","鉄森 七方","PVC製塗装済完成品ランタンはLED内蔵により点灯可能　※LEDの点灯にはボタン型電池が必要です（電池別売）",Alter,https://alter-web.jp/products/43/,""
"多田 李衣菜","アイドルマスター シンデレラガールズ","","2016年9月発売 ","11,800円+税 ","1/8 スケール 全高：約200mm 　　　約210mm（ギター含む）","みさいる 原型協力：アルター","渡邊 恭大","PVC製塗装済完成品ギター・ピックが付属",Alter,https://alter-web.jp/products/44/,""
"前川 みく","アイドルマスター シンデレラガールズ","","2016年8月発売 ","11,800円+税 ","1/8 スケール 全高：約200mm","タカク＆タケシ","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/10/,""
"東條 希","ラブライブ！スクールアイドルフェスティバル","","2016年8月発売 ","15,800円+税 ","1/7 スケール 全高：約250mm","柳生 敏之","彩部 一路","PVC製塗装済完成品",Alter,https://alter-web.jp/products/32/,""
"マスターアルトリア","Fate/stay night","","2020年9月発売  2016年7月発売 ","12,800円+税 ","1/7 スケール 全高：約220mm","橋本 涼","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/47/,"/blog_alter/2019/145/,"
"矢澤 にこ","ラブライブ！スクールアイドルフェスティバル","","2016年6月発売 ","15,800円+税 ","1/7 スケール 全高：約240mm（帽子含む）","タカク＆タケシ","彩部 一路","PVC製塗装済完成品帽子を外した状態も再現可能",Alter,https://alter-web.jp/products/12/,""
"千斗 いすず","甘城ブリリアントパーク","","2016年6月発売 ","12,800円+税 ","1/7 スケール 全高：【いすず】約150mm（台座含む） 　　　【モッフル】約55mm","みさいる 原型協力：アルター","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/38/,""
"黒咲 芽亜","To LOVEる-とらぶる-ダークネス","","2019年3月発売  2016年5月発売 ","12,800円+税 ","1/7 スケール 全高：約210mm","本宮 あまと","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/17/,"/blog_alter/2018/110/,"
"サーニャ＆エイラ　水着Ver.","ストライクウィッチーズ2","","2016年5月発売 ","12,800円+税 ","1/8 スケール 全高：約230mm（シャワー含む）","sai","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/16/,""
"春日野 穹　黒チャイナドレスVer.","ヨスガノソラ","","2016年5月発売  2015年3月発売 ","13,800円+税 ","1/7 スケール 全高：約220mm（椅子含む）","橋本 涼","―","PVC製塗装済完成品",Alter,https://alter-web.jp/products/69/,""
"シャーロット・E・イェーガー　Ver.2","ストライクウィッチーズ2","","2016年4月発売 ","12,800円+税 ","1/8 スケール 全高：約270mm（台座含む）","みさいる 原型協力：アルター","渡邊 恭大","PVC製塗装済完成品マガジン２種（20発／30発）、プロペラ部分２種（回転エフェクト／静止状態）付属",Alter,https://alter-web.jp/products/15/,""
"ベルベットwithコルネリウス","オーディンスフィア","","2016年4月発売 ","13,800円+税 ","1/8 スケール 全高：約230mm（台座含む）","福元 徳宝","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/27/,""
"グウェンドリン","オーディンスフィア","","2016年4月発売  2010年11月発売  2008年12月発売 ","10,800円+税 ","1/8 スケール 全高：約350mm（武器・台座含む）","福元 徳宝","―","PVC製塗装済完成品",Alter,https://alter-web.jp/products/158/,""
"メルセデス","オーディンスフィア","","2016年4月発売  2010年10月発売  2010年5月発売 ","10,800円+税 ","1/8 スケール 全高：約230mm（台座含む）","稲垣 洋","―","PVC製塗装済完成品",Alter,https://alter-web.jp/products/159/,""
"谷川 柑菜　水着Ver.","あの夏で待ってる","","2016年3月発売 ","10,800円+税 ","1/6 スケール 全高：約230mm","田中 冬志","鉄森 七方","PVC製塗装済完成品ホットパンツは着脱可能",Alter,https://alter-web.jp/products/21/,""
"メンタルモデル・ハルナ","蒼き鋼のアルペジオ ‐アルス・ノヴァ‐","","2016年3月発売 ","13,800円+税 ","1/8 スケール 全高：【ハルナ】約230mm 　　　【ヨタロウ】約70mm","田中 冬志","渡邊 恭大","PVC製塗装済完成品コートは着脱可能ヨタロウが付属",Alter,https://alter-web.jp/products/23/,""
"絢瀬 絵里　水着Ver.","ラブライブ！","","2016年3月発売 ","11,800円+税 ","1/7 スケール 全高：約230mm","てるゆき 原型協力：アルター","星名 詠美","PVC製塗装済完成品サングラスを外した姿も再現可能",Alter,https://alter-web.jp/products/25/,""
"めんま","あの日見た花の名前を僕達はまだ知らない。","","2016年3月発売  2012年10月発売 ","9,800円+税 ","1/8 スケール 全高：約210mm（台座含む）","稲垣 洋","―","PVC製塗装済完成品",Alter,https://alter-web.jp/products/160/,""
"古手川 唯","To LOVEる-とらぶる-ダークネス","","2021年5月発売  2016年1月発売 ","14,080円（税抜12,800円） ","1/7 スケール 全高：約230mm","てるゆき 原型協力：アルター","星名 詠美","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/2/,"/blog_alter/2020/171/,"
"ヒロインX","Fate/stay night","","2017年4月発売  2016年1月発売 ","10,800円+税 ","1/7 スケール 全高：約230mm（マフラー含む）","竜崎 理 原型協力：アルター","鉄森 七方","PVC製塗装済完成品口元を隠した姿も再現可能",Alter,https://alter-web.jp/products/26/,""
"エイリアス","戦場のヴァルキュリア2 ガリア王立士官学校","","2016年1月発売 ","19,800円+税 ","1/7 スケール 全高：約330mm（武器／台座含む）","柳生 敏之","柳生 敏之","PVC製塗装済完成品",Alter,https://alter-web.jp/products/4/,""
"後藤又兵衛　剣姫Ver.","百花繚乱","","2016年1月発売 ","12,800円+税 ","1/8 スケール 全高：約210mm","高橋 剛（一期栄華一杯酒） 原型協力：アルター","明田川 昇","PVC製塗装済完成品",Alter,https://alter-web.jp/products/6/,""
"マルチナ・クレスピ","ストライクウィッチーズ劇場版","","2016年1月発売 ","12,800円+税 ","1/8 スケール 全高：約200mm（台座含む）","DUTCH","DUTCH","PVC製塗装済完成品プロペラ部分2種（回転エフェクト／静止状態）付属",Alter,https://alter-web.jp/products/8/,""
"ローナ　水着Ver.","シャイニング・ハーツ","","2015年12月発売 ","12,800円+税 ","1/7 スケール 全高：約260mm（台座含む）","矢遠 双嗣 原型協力：アルター","鉄森 七方","PVC製塗装済完成品パレオは着脱可能",Alter,https://alter-web.jp/products/93/,""
"テイルズ オブ ゼスティリア　アリーシャ","テイルズ オブ ゼスティリア","","2015年12月発売  2015年3月発売 ","10,000円+税 ","1/8 スケール 全高：約210mm（武器含む）","沼倉 としあき","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/67/,""
"ブラックハート","超次元ゲイム ネプテューヌ","HYPERDIMENSION NEPTUNE Black Heart","2022年5月発売  2015年11月発売 ","18,480円（税抜16,800円） ","1/7 スケール 全高：約310mm（羽／台座含む） 全長：約410mm（羽／武器含む）","明田川 昇","渡邊 恭大","PVC&ABS製塗装済完成品",Alter,https://alter-web.jp/products/91/,"/blog_alter/2022/229/,/blog_alter/2020/192/,"
"フェイト・テスタロッサ　ブレイズフォーム　‐Full Drive‐","魔法少女リリカルなのは The MOVIE 2nd A's","","2015年11月発売 ","14,800円+税 ","1/7 スケール 全高：約550mm（武器／台座含む） 頭頂高：約300mm（台座含む）","爪塚 ヒロユキ","爪塚 ヒロユキ","PVC製塗装済完成品",Alter,https://alter-web.jp/products/88/,""
"星空 凛","ラブライブ！スクールアイドルフェスティバル","","2015年11月発売 ","12,800円+税 ","1/7 スケール 全高：約220mm","みさいる","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/89/,""
"結城 友奈","結城友奈は勇者である","","2015年11月発売 ","11,800円+税 ","1/8 スケール 全高：【友奈】約180mm 　　　【牛鬼】約80mm（浮遊：台座含む） 　　　　　　　約45mm（座り）","爪塚 ヒロユキ","爪塚 ヒロユキ","PVC製塗装済完成品牛鬼２種付属",Alter,https://alter-web.jp/products/87/,""
"千姫　サディスティック・サキュバスVer.","百花繚乱","","2015年11月発売 ","12,800円+税 ","1/8 スケール 全高：約240mm（武器含む）","たなか☆せんう","DUTCH","PVC製塗装済完成品",Alter,https://alter-web.jp/products/92/,""
"Fate/EXTRA セイバーエクストラ　水着Ver.","Fate/EXTRA","","2017年5月発売  2015年10月発売 ","10,800円+税 ","1/6 スケール 全高：約180mm","橋本 涼","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/86/,""
"桐崎 千棘","ニセコイ","","2015年10月発売 ","11,800円+税 ","1/8 スケール 全高：約230mm（台座含む）","無銘","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/85/,""
"プラーミャ様","世界征服 謀略のズヴィズダー","","2015年9月発売 ","12,800円+税 ","1/7 スケール 全高：約250mm","みさいる","ガレキの翔子","PVC製塗装済完成品マスクなしの顔も再現可能",Alter,https://alter-web.jp/products/83/,""
"結城 美柑","To LOVEる-とらぶる-ダークネス","","2015年9月発売  2014年8月発売 ","9,800円+税 ","1/7 スケール 全長：約230mm（クッション含む）","てるゆき 原型協力：アルター","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/111/,""
"南 ことり","ラブライブ！スクールアイドルフェスティバル","","2017年11月発売  2015年8月発売 ","13,800円+税 ","1/7 スケール 全高：約230mm","taka（小抹香）","彩部 一路","PVC製塗装済完成品",Alter,https://alter-web.jp/products/80/,""
"西木野 真姫　水着Ver.","ラブライブ！","","2015年7月発売 ","11,800円+税 ","1/7 スケール 全高：約230mm","てるゆき 原型協力：アルター","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/77/,""
"忍野 忍","偽物語","","2015年7月発売 ","9,800円+税 ","1/8 スケール 全高：約170mm（帽子／台座含む）","槙尾 宗利","蒼炎の人形師","PVC製塗装済完成品表情３種／ドーナツ２種付属帽子は着脱可能",Alter,https://alter-web.jp/products/78/,""
"セルティ・ストゥルルソン","デュラララ!!","","2015年7月発売  2012年7月発売 ","8,800円+税 ","1/8 スケール 全高：約210mm（武器含む）","高橋 剛（一期栄華一杯酒）＋たなか☆せんう","—","PVC製塗装済完成品ヘルメットを外した姿も再現可能",Alter,https://alter-web.jp/products/176/,""
"μ-No.12-（ミュー・テュエルブ）","BLAZBLUE　ALTER MEMORY","","2015年6月発売 ","17,800円+税 ","1/7 スケール 全高：約350mm（台座含む）","田中 冬志","渡邊 恭大","PVC製塗装済完成品台座はLED内蔵により発光可能　※LEDの点灯にはボタン型電池が必要です（電池別売）",Alter,https://alter-web.jp/products/57/,""
"宝蔵院胤舜","百花繚乱","","2015年6月発売 ","11,800円+税 ","1/8 スケール 全高：約210mm（武器含む） 全長：約270mm（武器含む）","あかつき＋たなか☆せんう","渡邊 恭大","PVC製塗装済完成品マスクを付けた頭部も再現可能",Alter,https://alter-web.jp/products/75/,""
"式波・アスカ・ラングレー　ジャージVer.","ヱヴァンゲリヲン新劇場版：Q","","2019年10月発売  2015年5月発売  2014年10月発売 ","12,800円+税 ","1/7 スケール 全高：約230mm","のぶた（リボルブ）","鉄森 七方","PVC製塗装済完成品帽子の有無・左手のポーズが変更可能",Alter,https://alter-web.jp/products/119/,""
"ベートーヴェン","英雄＊戦姫GOLD","","2015年5月発売 ","9,800円+税 ","NON スケール 全高：約230mm（台座含む）","KIMA（リサセッズ）","蒼炎の人形師","PVC製塗装済完成品",Alter,https://alter-web.jp/products/72/,""
"ハイデマリー・W・シュナウファー","ストライクウィッチーズ劇場版","","2015年5月発売 ","13,800円+税 ","1/8 スケール 全高：約240mm（台座含む）","ウサギ＋DUTCH","DUTCH","PVC製塗装済完成品プロペラ部分２種（回転エフェクト／静止状態）付属",Alter,https://alter-web.jp/products/73/,""
"春日野 穹　黒チャイナドレスVer.","ヨスガノソラ","","2016年5月発売  2015年3月発売 ","13,800円+税 ","1/7 スケール 全高：約220mm（椅子含む）","橋本 涼","―","PVC製塗装済完成品",Alter,https://alter-web.jp/products/69/,""
"テイルズ オブ ゼスティリア　アリーシャ","テイルズ オブ ゼスティリア","","2015年12月発売  2015年3月発売 ","10,000円+税 ","1/8 スケール 全高：約210mm（武器含む）","沼倉 としあき","星名 詠美","PVC製塗装済完成品",Alter,https://alter-web.jp/products/67/,""
"シャルロット＆セシリア　水着Ver.","IS＜インフィニット・ストラトス＞","","2015年2月発売 ","17,800円+税 ","1/7 スケール 全高：約250mm（台座含む）","田中 冬志","彩部 一路","PVC製塗装済完成品",Alter,https://alter-web.jp/products/64/,""
"メフメラ","ダンジョントラベラーズ2 王立図書館とマモノの封印","","2015年2月発売 ","11,800円+税 ","1/8 スケール 全高：約220mm（台座含む）","槙尾 宗利","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/65/,""
"アリシア・ハート","ダンジョントラベラーズ2 王立図書館とマモノの封印","","2015年2月発売 ","10,800円+税 ","1/8 スケール 全高：約180mm（台座含む）","無銘","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/66/,""
"結城 美柑　スク水Ver.","To LOVEる-とらぶる-ダークネス","","2019年1月発売  2015年1月発売 ","9,800円+税 ","1/7 スケール 全高：約210mm","タカク＆タケシ","星名 詠美","PVC製塗装済完成品２パターンが再現可能！【笑顔＋ポニーテール】【ジト目＋下ろし髪】",Alter,https://alter-web.jp/products/63/,"/blog_alter/2018/110/,"
"ラビリス","ペルソナ４ ジ・アルティメット イン マヨナカアリーナ","","2015年1月発売 ","16,800円+税 ","1/8 スケール 全高：約270mm（台座含む）","齊藤 史樹","渡邊 恭大","PVC製塗装済完成品バイザー／チェーンナックルも再現可能",Alter,https://alter-web.jp/products/59/,""
"春日野 穹　チャイナドレスVer.","ヨスガノソラ","","2014年11月発売 ","13,800円+税 ","1/7 スケール 全高：約220mm（椅子含む）","橋本 涼","―","PVC製塗装済完成品",Alter,https://alter-web.jp/products/121/,""
"星月・フェラーリ","ガリレイドンナ","","2014年11月発売 ","8,800円+税 ","1/8 スケール 全高：約190mm","【CURVE】デザインココ 原型協力：アルター","渡邊 恭大","PVC製塗装済完成品",Alter,https://alter-web.jp/products/120/,""
"式波・アスカ・ラングレー　ジャージVer.","ヱヴァンゲリヲン新劇場版：Q","","2019年10月発売  2015年5月発売  2014年10月発売 ","12,800円+税 ","1/7 スケール 全高：約230mm","のぶた（リボルブ）","鉄森 七方","PVC製塗装済完成品帽子の有無・左手のポーズが変更可能",Alter,https://alter-web.jp/products/119/,""
"The Muse of Range Murata","JC.COM（JC.COM Vol.9 集英社刊）","","2014年10月発売 ","12,000円+税 ","1/6 スケール 全高：約260mm（台座含む）","羽根 モトカツ","渡邊 恭大","PVC製塗装済完成品マフラーは着脱可能",Alter,https://alter-web.jp/products/118/,""
"八神はやて　-Summer holiday-","魔法少女リリカルなのはStrikerS","","2014年9月発売 ","13,800円+税 ","1/7 スケール 全高：約270mm（帽子含む） 　　　約290mm（リインフォースⅡ含む）","矢遠 双嗣","渡邊 恭大","PVC製塗装済完成品帽子、バッグ、シャツ、ホットパンツは着脱可能水着姿のリインフォースⅡも付属",Alter,https://alter-web.jp/products/113/,""
"宮藤 芳佳　Ver.1.5","ストライクウィッチーズ2","","2014年9月発売 ","9,800円+税 ","1/8 スケール 全高：約260mm（武器／台座含む）","乙山 法純＋DUTCH","DUTCH","PVC製塗装済完成品プロペラ部分２種（回転エフェクト／静止状態）付属",Alter,https://alter-web.jp/products/114/,""
"すーぱーそに子　水着サンタVer.","NITRO SUPER SONIC","","2014年9月発売 ","9,200円+税 ","1/7 スケール 全高：約130mm","HIDE＋槙尾 宗利","鉄森 七方","PVC製塗装済完成品フードは着脱可能",Alter,https://alter-web.jp/products/115/,""
"春日野 穹","ヨスガノソラ","","2014年9月発売  2011年11月発売 ","8,800円+税 ","1/8 スケール 全高：約200mm","乙山 法純","―","PVC製塗装済完成品髪型は２種再現可能",Alter,https://alter-web.jp/products/164/,""
"結城 美柑","To LOVEる-とらぶる-ダークネス","","2015年9月発売  2014年8月発売 ","9,800円+税 ","1/7 スケール 全長：約230mm（クッション含む）","てるゆき 原型協力：アルター","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/111/,""
"八神はやて　-Zur Zeit des Erwachens-","魔法少女リリカルなのは The MOVIE 2nd A's","","2014年8月発売 ","16,800円+税 ","1/7 スケール 全高：約390mm（最大時：武器／台座含む） 頭頂高：約240mm（台座含む）","爪塚 ヒロユキ","爪塚 ヒロユキ","PVC製塗装済完成品２種のポーズが再現可能帽子は着脱可能ユニゾン前の頭部も付属",Alter,https://alter-web.jp/products/112/,""
"シグナム　-Der Stolz sogar eines Ritters-","魔法少女リリカルなのは The MOVIE 2nd A's","","2014年7月発売 ","17,800円+税 ","1/7 スケール 全高：約350mm（最大時：武器／台座含む） 全長：約330mm（最大時：武器含む）","田中 冬志","渡邊 恭大","PVC製塗装済完成品デバイスは３形態再現可能（ボーゲンフォルム／シュベルトフォルム／シュランゲフォルム）",Alter,https://alter-web.jp/products/107/,""
"一色 あかね","ビビッドレッド・オペレーション","","2014年7月発売 ","8,200円+税 ","1/8 スケール 全高：【あかね】約140mm（台座含む） 　　　【一色博士】約30mm","みさいる 原型協力：アルター","鉄森 七方","PVC製塗装済完成品",Alter,https://alter-web.jp/products/108/,""
"飛鳥　命駆Ver.","閃乱カグラ","","2014年7月発売 ","9,800円+税 ","1/7 スケール 全高：約180mm","橋本 涼","ガレキの翔子","PVC製塗装済完成品",Alter,https://alter-web.jp/products/109/,""
"リネット・ビショップ","ストライクウィッチーズ2","","2014年7月発売 ","9,800円+税 ","1/8 スケール 全高：約230mm（射撃時：台座含む） 　　　約340mm（射撃後：武器／台座含む）","槙尾 宗利【リネット】 黒スズメ【ストライカーユニット／武器】","DUTCH【リネット】 みうら おさみ【ストライカーユニット／武器】","PVC製塗装済完成品ポーズは２種（射撃時／射撃後）が再現可能プロペラ部分２種（回転エフェクト／静止状態）付属",Alter,https://alter-web.jp/products/110/,""
